"origine";"destination";"premiereclasse";"secondeclasse";"loisir2nd";"Commentaires"
"3056";"MONTPELLIER";"PERPIGNAN";"44";NA;"31";""
"3057";"MONTPELLIER";"RENNES";"180";30;"142";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3058";"MONTPELLIER";"SETE";"13,2";NA;"8,4";""
"3059";"MONTPELLIER";"ST PIERRE DES CORPS";"167";25;"125";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3060";"MONTPELLIER";"TGV HAUTE PICARDIE";"174";30;"136";""
"3061";"MONTPELLIER";"TOUL";"121";25;"93";""
"3062";"MONTPELLIER";"TOULOUSE MATABIAU";"62";15;"41";""
"3063";"MONTPELLIER";"VALENCE";"67";NA;"45";""
"3064";"MONTPELLIER";"VALENCE TGV";"67";20;"47";""
"3065";"MORCENX";"BAYONNE";"27";NA;"19";""
"3066";"MORCENX";"PARIS MONTPARNASSE 1 ET 2";"143";25;"110";""
"3067";"MORCENX";"POITIERS";"86";NA;"60";""
"3068";"MORCENX";"ST JEAN DE LUZ CIBOURE";"27";NA;"19";""
"3069";"MORCENX";"ST PIERRE DES CORPS";"103";NA;"70";""
"3070";"MORCENX";"TARBES";"37";NA;"25";""
"3071";"MORLAIX ";"PARIS MONTPARNASSE 1 ET 2";"138";20;"99";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3072";"MORLAIX";"AIME LA PLAGNE";"190";30;"147";""
"3073";"MORLAIX";"AIX LES BAINS LE REVARD";"190";30;"147";""
"3074";"MORLAIX";"ALBERTVILLE";"190";30;"147";""
"3075";"MORLAIX";"ANNECY";"190";30;"147";""
"3076";"MORLAIX";"ANNEMASSE";"190";30;"147";""
"3077";"MORLAIX";"ARRAS";"161";25;"125";""
"3078";"MORLAIX";"BOURG ST MAURICE";"190";30;"147";""
"3079";"MORLAIX";"DOUAI";"161";25;"125";""
"3080";"MORLAIX";"LANDERNEAU";"16";NA;"10,8";""
"3081";"MORLAIX";"LE CREUSOT MONTCEAU MONTCHANIN";"166";25;"129";""
"3082";"MORLAIX";"MOUTIERS SALINS BRIDES";"190";30;"147";""
"3083";"MORLAIX";"NANTES";"78";NA;"52";""
"3084";"MORLAIX";"PARIS MONTPARNASSE 1 ET 2";"127";20;"91";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3085";"MORLAIX";"PLOUARET TREGOR";"13,7";NA;"9,1";""
"3086";"MORLAIX";"RENNES";"49";NA;"35";""
"3087";"MORLAIX";"SALLANCHES COMBLOUX MEGEVE";"190";30;"147";""
"3088";"MORLAIX";"ST BRIEUC";"27,5";NA;"19,5";""
"3089";"MORLAIX";"ST GERVAIS LES BAINS LE FAYET";"190";30;"147";""
"3090";"MORLAIX";"ST MICHEL VALLOIRE";"190";30;"147";""
"3091";"MORLAIX";"TGV HAUTE PICARDIE";"158";25;"120";""
"3092";"MORLAIX";"VITRE";"57";NA;"39";""
"3093";"MOUCHARD";"AEROPORT CDG 2 TGV ROISSY";"109";20;"82";""
"3094";"MOUCHARD";"MARNE LA VALLEE CHESSY";"109";20;"82";""
"3095";"MOUCHARD";"MARSEILLE ST CHARLES";"114";NA;"70";""
"3096";"MOUCHARD";"MONTBELIARD";"20,5";NA;"16";""
"3097";"MOUCHARD";"PARIS GARE DE LYON";"109";20;"82";""
"3098";"MOUCHARD";"PONTARLIER";"20,5";NA;"14,2";""
"3099";"MOUTIERS SALINS BRIDES L BAINS";"LAVAL-MOUTIERS SALINS BRIDES L BAINS";"162";25;"120";""
"3100";"MOUTIERS SALINS BRIDES";"AIX LES BAINS LE REVARD";"36";NA;"24";""
"3101";"MOUTIERS SALINS BRIDES";"ALBERTVILLE";"16";NA;"11";""
"3102";"MOUTIERS SALINS BRIDES";"ARRAS";"167";25;"127";""
"3103";"MOUTIERS SALINS BRIDES";"AURAY";"179";30;"137";""
"3104";"MOUTIERS SALINS BRIDES";"BELFORT-MONTBELIARD TGV";"113";25;"92";""
"3105";"MOUTIERS SALINS BRIDES";"BERNAY";"165";25;"125";""
"3106";"MOUTIERS SALINS BRIDES";"BESANCON FRANCHE-COMTE TGV";"95";20;"78";""
"3107";"MOUTIERS SALINS BRIDES";"BOURG EN BRESSE";"34";NA;"25,5";""
"3108";"MOUTIERS SALINS BRIDES";"DOUAI";"167";25;"127";""
"3109";"MOUTIERS SALINS BRIDES";"ECOLE VALENTIN";"95";NA;"78";""
"3110";"MOUTIERS SALINS BRIDES";"LISIEUX";"165";25;"125";""
"3111";"MOUTIERS SALINS BRIDES";"QUIMPER";"190";30;"147";""
"3112";"MOUTIERS SALINS BRIDES";"REDON";"179";30;"137";""
"3113";"MOUTIERS SALINS BRIDES";"RENNES";"170";25;"132";""
"3114";"MOUTIERS SALINS BRIDES";"ROUEN RIVE DROITE";"160";25;"121";""
"3115";"MOUTIERS SALINS BRIDES";"ST BRIEUC";"179";30;"137";""
"3116";"MOUTIERS SALINS BRIDES";"TGV HAUTE PICARDIE";"156";25;"119";""
"3117";"MOUTIERS SALINS BRIDES";"VANNES";"179";30;"137";""
"3118";"MULHOUSE VILLE";"AEROPORT CDG 2 TGV ROISSY";"155";20;"114";""
"3119";"MULHOUSE VILLE";"AIME LA PLAGNE";"127";25;"102";""
"3120";"MULHOUSE VILLE";"AIX EN PROVENCE TGV";"161";20;"124";""
"3121";"MULHOUSE VILLE";"ALBERTVILLE";"120";25;"98";""
"3122";"MULHOUSE VILLE";"AVIGNON";"149";NA;"114";""
"3123";"MULHOUSE VILLE";"AVIGNON TGV";"149";20;"114";""
"3124";"MULHOUSE VILLE";"BELFORT-MONTBELIARD TGV";"20,5";NA;"16,5";""
"3125";"MULHOUSE VILLE";"BESANCON FRANCHE-COMTE TGV";"49";15;"38";""
"3126";"MULHOUSE VILLE";"BOURG EN BRESSE";"82";20;"64";""
"3127";"MULHOUSE VILLE";"BOURG ST MAURICE";"127";25;"102";""
"3128";"MULHOUSE VILLE";"CHALON SUR SAONE";"83";20;"65";""
"3129";"MULHOUSE VILLE";"CHAMBERY CHALLES LES EAUX";"103";25;"85";""
"3130";"MULHOUSE VILLE";"CHAMPAGNE ARDENNE";"126";25;"86";""
"3131";"MULHOUSE VILLE";"ECOLE VALENTIN";"49";NA;"38";""
"3132";"MULHOUSE VILLE";"LANDRY";"127";25;"102";""
"3133";"MULHOUSE VILLE";"LILLE EUROPE";"175";20;"136";""
"3134";"MULHOUSE VILLE";"LONS LE SAUNIER";"68";NA;"52";""
"3135";"MULHOUSE VILLE";"LORRAINE TGV";"76";15;"54";""
"3136";"MULHOUSE VILLE";"LYON PART DIEU";"100";20;"78";""
"3137";"MULHOUSE VILLE";"LYON PERRACHE";"100";20;"78";""
"3138";"MULHOUSE VILLE";"LYON ST EXUPERY";"100";20;"78";""
"3139";"MULHOUSE VILLE";"MACON VILLE";"84";20;"65";""
"3140";"MULHOUSE VILLE";"MARNE LA VALLEE CHESSY";"155";20;"114";""
"3141";"MULHOUSE VILLE";"MARSEILLE ST CHARLES";"161";20;"124";""
"3142";"MULHOUSE VILLE";"MONTBARD";"91";20;"72";""
"3143";"MULHOUSE VILLE";"MONTBELIARD";"21";NA;"14,3";""
"3144";"MULHOUSE VILLE";"MONTPELLIER";"160";20;"123";""
"3145";"MULHOUSE VILLE";"MOUCHARD";"64";NA;"42";""
"3146";"MULHOUSE VILLE";"MOUTIERS SALINS BRIDES";"125";25;"102";""
"3147";"MULHOUSE VILLE";"NIMES";"152";20;"119";""
"3148";"MULHOUSE VILLE";"PARIS GARE DE LYON";"155";20;"114";""
"3149";"MULHOUSE VILLE";"SAVERNE";"25";NA;"19,5";""
"3150";"MULHOUSE VILLE";"VALENCE TGV";"122";20;"93";""
"3151";"MULHOUSE";"PARIS EST";"155";20;"114";""
"3152";"NANCY VILLE";"AEROPORT CDG 2 TGV ROISSY";"110";NA;"77";""
"3153";"Nancy ville";"AGDE";"152";25;"118";""
"3154";"NANCY VILLE";"ANTIBES";"175";20;"135";""
"3155";"Nancy ville";"BEZIERS";"152";25;"118";""
"3156";"NANCY VILLE";"CANNES";"175";20;"135";""
"3157";"Nancy ville";"carcassonne";"157";25;"125";""
"3158";"NANCY VILLE";"CHALON SUR SAONE";"77";NA;"48";""
"3159";"NANCY VILLE";"EPINAL";"25";NA;"17";""
"3160";"NANCY VILLE";"FUTUROSCOPE";"149";25;"112";""
"3161";"NANCY VILLE";"IS SUR TILLE";"57";NA;"40";""
"3162";"NANCY VILLE";"LES ARCS DRAGUIGNAN";"159";25;"123";""
"3163";"NANCY VILLE";"LILLE EUROPE";"122";25;"102";""
"3164";"NANCY VILLE";"LUNEVILLE";"12,9";NA;"8,4";""
"3165";"NANCY VILLE";"LYON PART DIEU";"100";20;"63";""
"3166";"NANCY VILLE";"LYON PERRACHE";"100";20;"63";""
"3167";"NANCY VILLE";"LYON ST EXUPERY";"100";20;"63";""
"3168";"NANCY VILLE";"MACON LOCHE TGV";"80";NA;"54";""
"3169";"NANCY VILLE";"MACON VILLE";"87";NA;"54";""
"3170";"NANCY VILLE";"MARNE LA VALLEE CHESSY";"110";NA;"77";""
"3171";"NANCY VILLE";"MARSEILLE ST CHARLES";"151";25;"117";""
"3172";"NANCY VILLE";"MONTPELLIER";"151";25;"117";""
"3173";"NANCY VILLE";"NANTES";"158";25;"121";""
"3174";"Nancy ville";"narbonne";"155";25;"123";""
"3175";"NANCY VILLE";"NEUFCHATEAU";"24,5";NA;"15";""
"3176";"NANCY VILLE";"NICE VILLE";"175";20;"135";""
"3177";"NANCY VILLE";"NIMES";"146";25;"112";""
"3178";"NANCY VILLE";"PARIS EST";"110";20;"77";""
"3179";"NANCY VILLE";"POITIERS";"149";25;"112";""
"3180";"NANCY VILLE";"REMIREMONT";"32";NA;"21";""
"3181";"NANCY VILLE";"RENNES";"158";25;"121";""
"3182";"NANCY VILLE";"SARREBOURG";"27";NA;"18,5";""
"3183";"NANCY VILLE";"SAVERNE";"33";NA;"21,5";""
"3184";"Nancy ville";"SETE";"152";25;"118";""
"3185";"NANCY VILLE";"ST DIE";"27,5";NA;"19";""
"3186";"NANCY VILLE";"ST PIERRE DES CORPS";"140";25;"106";""
"3187";"NANCY VILLE";"ST RAPHAEL VALESCURE";"175";20;"135";""
"3188";"NANCY VILLE";"TGV HAUTE PICARDIE";"115";25;"95";""
"3189";"NANCY VILLE";"TOUL";"15";NA;"10,1";""
"3190";"NANCY VILLE";"TOULON";"159";25;"123";""
"3191";"Nancy ville";"toulouse matabiau";"165";25;"127";""
"3192";"NANCY VILLE";"VALENCE TGV";"128";25;"100";""
"3193";"NANCY VILLE";"VENDOME VILLIERS SUR LOIR";"140";25;"106";""
"3194";"NANTES ";"PARIS MONTPARNASSE 1 ET 2";"127";20;"88";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3195";"NANTES ";" TGV HAUTE PICARDIE";"127";25;"98";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3196";"NANTES";"AIME LA PLAGNE";"167";25;"127";""
"3197";"NANTES";"AIX LES BAINS LE REVARD";"165";25;"125";""
"3198";"NANTES";"ALBERTVILLE";"167";25;"127";""
"3199";"NANTES";"ANNEMASSE";"167";25;"127";""
"3200";"NANTES";"ARRAS";"137";25;"108";""
"3201";"NANTES";"AURAY";"43";NA;"30";""
"3202";"NANTES";"BOURG ST MAURICE";"167";25;"127";""
"3203";"NANTES";"DOUAI";"137";25;"108";""
"3204";"NANTES";"LA ROCHE SUR YON";"24";NA;"18";""
"3205";"NANTES";"LE CREUSOT MONTCEAU MONTCHANIN";"140";25;"107";""
"3206";"NANTES";"MOUTIERS SALINS BRIDES";"167";25;"127";""
"3207";"NANTES";"PARIS MONTPARNASSE 1 ET 2";"122";20;"85";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3208";"NANTES";"QUIMPER";"62";NA;"43";""
"3209";"NANTES";"REDON";"24";NA;"17,5";""
"3210";"NANTES";"RENNES";"43";NA;"30";""
"3211";"NANTES";"SABLE";"40";NA;"27";""
"3212";"NANTES";"SALLANCHES COMBLOUX MEGEVE";"167";25;"127";""
"3213";"NANTES";"SAVENAY";"15,5";NA;"10,6";""
"3214";"NANTES";"SAVERNE";"188";30;"142";""
"3215";"NANTES";"ST BRIEUC";"62";NA;"42";""
"3216";"NANTES";"ST GERVAIS LES BAINS LE FAYET";"167";25;"127";""
"3217";"NANTES";"ST MICHEL VALLOIRE";"167";NA;"127";""
"3218";"NANTES";"ST NAZAIRE";"21";NA;"14,6";""
"3219";"NANTES";"ST PIERRE DES CORPS";"51";NA;"36";""
"3220";"NANTES";"TGV HAUTE PICARDIE";"124";25;"98";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3221";"NANTES";"VALENCE";"160";25;"132";""
"3222";"NANTES";"VALENCE TGV";"160";25;"132";""
"3223";"NANTES";"VANNES";"40";NA;"27";""
"3224";"NARBONNE";"MASSY TGV";"162";25;"116";""
"3225";"NARBONNE";"SETE";"24";NA;"16,5";""
"3226";"NARBONNE";"TOULOUSE MATABIAU";"43";NA;"28,5";""
"3227";"NEUFCHATEAU";"AGDE";"129";25;"99";""
"3228";"NEUFCHATEAU";"ANTIBES";"161";25;"124";""
"3229";"NEUFCHATEAU";"BEZIERS";"129";25;"99";""
"3230";"NEUFCHATEAU";"carcassonne";"137";25;"106";""
"3231";"NEUFCHATEAU";"CHALON SUR SAONE";"62";NA;"38";""
"3232";"NEUFCHATEAU";"Les Arcs Draguignan";"141";25;"110";""
"3233";"NEUFCHATEAU";"narbonne";"135";25;"103";""
"3234";"NEUFCHATEAU";"NICE VILLE";"161";25;"124";""
"3235";"NEUFCHATEAU";"SETE";"129";25;"99";""
"3236";"NEUFCHATEAU";"ST RAPHAEL VALESCURE";"161";25;"124";""
"3237";"NEUFCHATEAU";"TOUL";"23,5";NA;"12,5";""
"3238";"NEUFCHATEAU";"TOULON";"150";25;"105";""
"3239";"NEUFCHATEAU";"toulouse matabiau";"146";25;"113";""
"3240";"NEUFCHATEAU";"VALENCE TGV";"102";25;"79";""
"3241";"NICE VILLE";"AIX LES BAINS LE REVARD";"160";25;"104";""
"3242";"NICE VILLE";"ANTIBES";"9,8";NA;"6,4";""
"3243";"NICE VILLE";"BEAUNE";"151";25;"116";""
"3244";"NICE VILLE";"BELLEGARDE";"143";25;"98";""
"3245";"NICE VILLE";"CHALON SUR SAONE";"151";25;"116";""
"3246";"NICE VILLE";"LES ARCS DRAGUIGNAN";"28,5";NA;"19,5";""
"3247";"NICE VILLE";"MENTON";"10,8";NA;"7,2";""
"3248";"NICE VILLE";"MONACO MONTE CARLO";"8,5";NA;"5,1";""
"3249";"NICE VILLE";"PARIS GARE DE LYON";"185";25;"132";""
"3250";"NICE VILLE";"PARIS NORD";"185";25;"132";""
"3251";"NICE VILLE";"ST RAPHAEL VALESCURE";"22,5";NA;"15";""
"3252";"NICE VILLE";"TGV HAUTE PICARDIE";"196";30;"155";""
"3253";"NICE VILLE";"TOUL";"175";25;"135";""
"3254";"NICE VILLE";"TOULON";"44";NA;"29";""
"3255";"NICE VILLE";"VALENCE";"107";20;"73";""
"3256";"NICE VILLE";"VALENCE TGV";"102";20;"72";""
"3257";"NICE VILLE";"VENTIMIGLIA STAZIONE";"12,1";NA;"8,3";""
"3258";"NICE VILLE";"VENTIMIGLIA STAZIONE  (IT)";"12,1";NA;"8,3";""
"3259";"NIMES";"RENNES";"188";30;"148";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3260";"NIMES";"ST PIERRE DES CORPS";"168";25;"125";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3261";"NIMES";"AEROPORT CDG 2 TGV ROISSY";"160";25;"114";""
"3262";"NIMES";"AGDE";"31";NA;"20,5";""
"3263";"NIMES";"ARRAS";"184";30;"144";""
"3264";"NIMES";"BEAUNE";"107";20;"81";""
"3265";"NIMES";"BELFORT-MONTBELIARD TGV";"152";20;"119";""
"3266";"NIMES";"BELLEGARDE";"101";20;"68";""
"3267";"NIMES";"BESANCON FRANCHE-COMTE TGV";"134";20;"105";""
"3268";"NIMES";"CHALON SUR SAONE";"107";20;"81";""
"3269";"NIMES";"DOUAI";"184";30;"144";""
"3270";"NIMES";"ECOLE VALENTIN";"134";NA;"105";""
"3271";"NIMES";"LE CREUSOT MONTCEAU MONTCHANIN";"95";20;"65";""
"3272";"NIMES";"LE TEIL";"38";NA;"26";""
"3273";"NIMES";"LILLE EUROPE";"184";30;"144";""
"3274";"NIMES";"LYON PART DIEU";"78";15;"60";""
"3275";"NIMES";"LYON PERRACHE";"78";15;"60";""
"3276";"NIMES";"LYON ST EXUPERY";"78";15;"60";""
"3277";"NIMES";"MACON LOCHE TGV";"93";20;"62";""
"3278";"NIMES";"MACON VILLE";"97";20;"74";""
"3279";"NIMES";"MARNE LA VALLEE CHESSY";"160";25;"114";""
"3280";"NIMES";"MARSEILLE ST CHARLES";"44";NA;"30";""
"3281";"NIMES";"MONTAUBAN VILLE BOURBON";"81";20;"53";""
"3282";"NIMES";"MONTBELIARD";"124";25;"91";""
"3283";"NIMES";"MONTELIMAR";"38";NA;"26";""
"3284";"NIMES";"MONTPELLIER";"19,5";NA;"13,2";""
"3285";"NIMES";"NANTES";"180";30;"142";""
"3286";"NIMES";"NARBONNE";"42";NA;"27";""
"3287";"NIMES";"NEUFCHATEAU";"113";25;"85";""
"3288";"NIMES";"ORANGE";"25";NA;"17,5";""
"3289";"NIMES";"PARIS GARE DE LYON";"160";25;"114";""
"3290";"NIMES";"PARIS MONTPARNASSE";"160";25;"114";""
"3291";"NIMES";"PARIS NORD";"160";25;"114";""
"3292";"NIMES";"PERPIGNAN";"53";15;"37";""
"3293";"NIMES";"RENNES";"180";30;"142";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3294";"NIMES";"SETE";"25,5";NA;"17,5";""
"3295";"NIMES";"ST PIERRE DES CORPS";"167";25;"125";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3296";"NIMES";"TGV HAUTE PICARDIE";"174";30;"136";""
"3297";"NIMES";"TOUL";"114";25;"89";""
"3298";"NIMES";"TOULOUSE MATABIAU";"72";15;"47";""
"3299";"NIMES";"VALENCE";"55";NA;"41";""
"3300";"NIMES";"VALENCE TGV";"55";15;"41";""
"3301";"NIMES";"VILLENEUVE LES AVIGNONS";"18";NA;"12,1";""
"3302";"NIORT ";"PARIS MONTPARNASSE 1 ET 2";"126";20;"90";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3303";"NIORT";"ARRAS";"149";25;"118";""
"3304";"NIORT";"CHATELLERAULT";"35";NA;"23,5";""
"3305";"NIORT";"DOUAI";"149";25;"118";""
"3306";"NIORT";"FUTUROSCOPE";"28,5";NA;"20";""
"3307";"NIORT";"PARIS MONTPARNASSE 1 ET 2";"118";20;"84";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3308";"NIORT";"POITIERS";"24";NA;"17,5";""
"3309";"NIORT";"ST PIERRE DES CORPS";"48";NA;"34";""
"3310";"NIORT";"TGV HAUTE PICARDIE";"139";25;"106";""
"3311";"NURIEUX";"BELLEGARDE";"13,7";NA;"9,3";""
"3312";"NURIEUX";"BOURG EN BRESSE";"13,7";NA;"9,3";""
"3313";"NURIEUX";"PARIS EST";"127";25;"89";""
"3314";"NURIEUX";"PARIS GARE DE LYON";"127";25;"89";""
"3315";"ONVILLE";"PARIS EST";"77";NA;"50";""
"3316";"ONVILLE";"THIONVILLE";"19";NA;"12,6";""
"3317";"ORTHEZ ";"PARIS MONTPARNASSE 1 ET 2";"173";25;"123";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3318";"ORTHEZ";"FUTUROSCOPE";"95";NA;"66";""
"3319";"ORTHEZ";"LIBOURNE";"57";NA;"40";""
"3320";"ORTHEZ";"LOURDES";"17,5";NA;"12";""
"3321";"ORTHEZ";"MORCENX";"27";NA;"19";""
"3322";"ORTHEZ";"PARIS AUSTERLITZ";"147";25;"112";""
"3323";"ORTHEZ";"PARIS MONTPARNASSE 1 ET 2";"147";25;"112";"Tarifs applicables aux circulations jusqu'au 1er juillet 2017"
"3324";"ORTHEZ";"POITIERS";"92";NA;"65";""
"3325";"ORTHEZ";"ST PIERRE DES CORPS";"113";25;"78";""
"3326";"ORTHEZ";"TARBES";"31";NA;"21";""
"3327";"paris austerlitz";"Angers";"104";20;"73";""
"3328";"paris austerlitz";"arcachon";"134";25;"102";""
"3329";"paris austerlitz";"auray";"127";20;"91";""
"3330";"PARIS AUSTERLITZ";"BAYONNE";"147";25;"112";""
"3331";"paris austerlitz";"brest";"131";20;"92";""
"3332";"paris austerlitz";"chatellerault";"107";20;"75";""
"3333";"paris austerlitz";"Dol de Bretagne";"123";20;"85";""
"3334";"paris austerlitz";"Facture";"134";25;"102";""
"3335";"paris austerlitz";"futuroscope";"107";20;"75";""
"3336";"paris austerlitz";"guingamp";"123";20;"88";""
"3337";"paris austerlitz";"irun";"147";25;"112";""
"3338";"paris austerlitz";"La Baule Escoublac";"126";25;"87";""
"3339";"paris austerlitz";"La Roche sur Yon";"120";25;"83";""
"3340";"paris austerlitz";"La Rochelle Ville";"123";25;"89";""
"3341";"paris austerlitz";"lamballe";"122";20;"84";""
"3342";"paris austerlitz";"la-teste";"134";25;"102";""
"3343";"paris austerlitz";"Laval";"104";15;"72";""
"3344";"paris austerlitz";"Le croisic";"126";25;"87";""
"3345";"paris austerlitz";"Le Mans";"81";15;"60";""
"3346";"paris austerlitz";"Le Pouliguen";"126";25;"87";""
"3347";"paris austerlitz";"Les Sables d'Olonne";"122";25;"85";""
"3348";"paris austerlitz";"libourne";"126";20;"96";""
"3349";"paris austerlitz";"lorient";"127";20;"91";""
"3350";"PARIS AUSTERLITZ";"MONTAUBAN VILLE BOURBON";"142";25;"109";""
"3351";"paris austerlitz";"morlaix";"127";20;"91";""
"3352";"paris austerlitz";"Nantes";"122";20;"85";""
"3353";"paris austerlitz";"niort";"118";20;"84";""
"3354";"paris austerlitz";"plouaret tregor";"127";20;"91";""
"3355";"PARIS AUSTERLITZ";"POITIERS";"107";20;"75";""
"3356";"paris austerlitz";"Pornichet";"126";25;"87";""
"3357";"paris austerlitz";"quimper";"134";20;"95";""
"3358";"paris austerlitz";"Quimperlé";"134";20;"95";""
"3359";"paris austerlitz";"Redon";"122";20;"84";""
"3360";"paris austerlitz";"rennes";"113";20;"80";""
"3361";"paris austerlitz";"rosporden";"134";20;"95";""
"3362";"paris austerlitz";"ruffec";"121";20;"87";""
"3363";"paris austerlitz";"Saint Brieuc";"122";20;"84";""
"3364";"paris austerlitz";"Saint Maixent";"118";20;"84";""
"3365";"paris austerlitz";"Saint Malo";"123";20;"85";""
"3366";"paris austerlitz";"saint nazaire";"125";25;"86";""
"3367";"PARIS AUSTERLITZ";"ST JEAN DE LUZ CIBOURE";"147";25;"112";""
"3368";"PARIS AUSTERLITZ";"ST PIERRE DES CORPS";"89";15;"65";""
"3369";"paris austerlitz";"Surgeres";"123";25;"89";""
"3370";"PARIS AUSTERLITZ";"TARBES";"156";25;"118";""
"3371";"PARIS AUSTERLITZ";"TOULOUSE MATABIAU";"142";25;"109";""
"3372";"paris austerlitz";"tours";"89";15;"65";""
"3373";"paris austerlitz";"vannes";"123";20;"88";""
"3374";"paris austerlitz";"Vendôme Gare TGV";"77";15;"55";""
"3375";"paris austerlitz";"Vitre";"104";15;"72";""
"3376";"PARIS EST";"BAR LE DUC";"68";15;"44";""
"3377";"PARIS EST";"CHALONS EN CHAMPAGNE";"61";15;"44";""
"3378";"PARIS EST";"CHARLEVILLE MEZIERES";"76";15;"48";""
"3379";"PARIS EST";"REIMS";"61";15;"44";""
"3380";"PARIS EST";"REMIREMONT";"127";25;"87";""
"3381";"PARIS EST";"SARREBOURG";"124";25;"85";""
"3382";"PARIS EST";"SAVERNE";"124";25;"85";""
"3383";"PARIS EST";"SEDAN";"80";15;"49";""
"3384";"PARIS EST";"SELESTAT";"150";25;"112";""
"3385";"PARIS EST";"ST DIE";"125";25;"86";""
"3386";"PARIS EST";"THIONVILLE";"120";20;"83";""
"3387";"PARIS GARE DE LYON";"AGDE";"162";25;"116";""
"3388";"PARIS GARE DE LYON";"AIME LA PLAGNE";"161";25;"118";""
"3389";"PARIS GARE DE LYON";"AIX LES BAINS LE REVARD";"136";25;"103";""
"3390";"PARIS GARE DE LYON";"ALBERTVILLE";"154";25;"115";""
"3391";"PARIS GARE DE LYON";"ANNEMASSE";"152";25;"108";""
"3392";"PARIS GARE DE LYON";"ANTIBES";"185";25;"132";""
"3393";"PARIS GARE DE LYON";"BEAUNE";"103";15;"77";""
"3394";"PARIS GARE DE LYON";"BELFORT-MONTBELIARD TGV";"126";20;"97";""
"3395";"PARIS GARE DE LYON";"BELLEGARDE";"129";25;"91";""
"3396";"PARIS GARE DE LYON";"BESANCON FRANCHE-COMTE TGV";"111";20;"83";""
"3397";"PARIS GARE DE LYON";"BOURG EN BRESSE";"121";20;"84";""
"3398";"PARIS GARE DE LYON";"BOURG ST MAURICE";"161";25;"118";""
"3399";"PARIS GARE DE LYON";"CHALON SUR SAONE";"103";15;"77";""
"3400";"PARIS GARE DE LYON";"ECOLE VALENTIN";"111";NA;"83";""
"3401";"PARIS GARE DE LYON";"EVIAN LES BAINS";"152";25;"108";""
"3402";"PARIS GARE DE LYON";"HYERES";"166";25;"121";""
"3403";"PARIS GARE DE LYON";"LE CREUSOT MONTCEAU MONTCHANIN";"114";20;"82";""
"3404";"PARIS GARE DE LYON";"LES ARCS DRAGUIGNAN";"185";25;"132";""
"3405";"PARIS GARE DE LYON";"MENTON";"185";25;"132";""
"3406";"PARIS GARE DE LYON";"MONACO MONTE CARLO";"185";25;"132";""
"3407";"PARIS GARE DE LYON";"MONTBELIARD";"119";25;"88";""
"3408";"PARIS GARE DE LYON";"MONTELIMAR";"144";25;"105";""
"3409";"PARIS GARE DE LYON";"MOUTIERS SALINS BRIDES";"159";25;"118";""
"3410";"PARIS GARE DE LYON";"NARBONNE";"162";25;"116";""
"3411";"PARIS GARE DE LYON";"ORANGE";"144";25;"105";""
"3412";"PARIS GARE DE LYON";"PONTARLIER";"109";20;"82";""
"3413";"PARIS GARE DE LYON";"SALLANCHES COMBLOUX MEGEVE";"163";25;"119";""
"3414";"PARIS GARE DE LYON";"SELESTAT";"150";NA;"112";""
"3415";"PARIS GARE DE LYON";"SETE";"162";25;"116";""
"3416";"PARIS GARE DE LYON";"ST GERVAIS LES BAINS LE FAYET";"163";25;"119";""
"3417";"PARIS GARE DE LYON";"ST MICHEL VALLOIRE";"154";25;"113";""
"3418";"PARIS GARE DE LYON";"ST RAPHAEL VALESCURE";"185";25;"132";""
"3419";"PARIS GARE DE LYON";"THONON LES BAINS";"152";25;"108";""
"3420";"PARIS GARE DE LYON";"TOULON";"166";25;"121";""
"3421";"PARIS GARE DE LYON";"VALENCE";"143";25;"103";""
"3422";"PARIS GARE DE LYON";"VALENCE TGV";"147";25;"107";""
"3423";"PARIS GARE DE LYON";"VENTIMIGLIA STAZIONE";"185";25;"132";""
"3424";"PARIS GARE DE LYON";"VENTIMIGLIA STAZIONE  (IT)";"185";25;"132";""
"3425";"PARIS MONTPARNAS VAUGIRARD BLS";"FUTUROSCOPE";"107";NA;"75";""
"3426";"PARIS MONTPARNASSE 1 ET 2";"ARCACHON";"173";25;"118";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3427";"PARIS MONTPARNASSE 1 ET 2";"AURAY";"140";20;"100";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
"3428";"PARIS MONTPARNASSE 1 ET 2";"BAYONNE";"173";25;"123";"Tarifs applicables aux circulations à partir du 2 juillet 2017"
